REGISTRY,ETHNIC_GROUP,YEAR,SEX,N_AGR,TOTAL,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
39206,99,1998,2,18,4490892,207576,201899,214673,264487,351116,373152,322718,272952,265698,330535,371571,328176,278262,228935,176056,130337,90892,76527,5330
39206,99,1999,1,18,4307563,218322,209204,219465,265329,341232,377601,330231,280245,253455,301985,364415,326961,277205,219835,148532,84787,46675,31688,10396
39206,99,1999,2,18,4495955,208484,199593,209191,255091,333858,379032,331082,280043,255769,310082,376573,336703,284846,237398,182704,135255,92808,82063,5380
39206,99,2000,1,18,4304059,219218,206796,213553,255411,323216,382790,337565,287017,244256,281958,368143,332823,283515,229037,158395,89210,47334,33526,10296
39206,99,2000,2,18,4501022,209392,197287,203709,245695,316600,384912,339447,287134,245840,289629,381575,345230,291430,245861,189353,140174,94724,87599,5431
39206,99,2001,1,18,4300555,220114,204388,207641,245493,305200,387979,344899,293789,235057,261931,371871,338685,289825,238239,168258,93633,47993,35364,10196
39206,99,2001,2,18,4506089,210300,194981,198227,236299,299342,390792,347812,294225,235911,269176,386577,353757,298014,254324,196002,145093,96640,93135,5482
39206,99,2002,1,18,4297050,221010,201981,201728,235575,287184,393168,352232,300561,225858,241904,375599,344547,296136,247441,178121,98056,48652,37201,10096
39206,99,2002,2,18,4511152,211208,192675,192745,226903,282084,396672,356176,301316,225982,248723,391579,362284,304598,262787,202650,150011,98556,98671,5532
39206,99,2003,1,18,4385868,212839,216506,213369,242461,297019,333206,357920,313680,269223,260794,318133,353883,310359,256000,189948,117570,60045,38698,24215
39206,99,2003,2,18,4624217,203013,206183,203225,233223,291834,340428,364710,318167,273421,267809,331324,370301,325220,272749,220678,164450,112516,107707,17259
39206,99,2004,1,18,4384455,209347,218185,211542,236063,286007,314692,362975,320882,275864,251668,298840,358630,317565,263597,199343,126381,63927,40166,28781
39206,99,2004,2,18,4634941,199577,207695,201424,227048,281457,323494,371288,326693,280750,258250,311818,376408,334763,280208,229812,171579,117786,113754,21137
39206,99,2005,1,18,4364540,205790,218794,208739,228585,273871,294901,366488,326781,281433,241568,278266,361522,323037,270024,207828,134567,67500,41536,33310
39206,99,2005,2,18,4626400,196083,208186,198654,219925,269933,305301,376298,333959,286892,247617,290844,380513,342693,286446,237926,177963,122470,119714,24983
39206,99,2006,1,18,4365903,202628,215436,210303,226429,267104,287672,351486,334189,290448,249359,270429,343999,328314,276498,214840,142237,73569,44170,36793
39206,99,2006,2,18,4635412,193273,205049,200228,217663,263844,297671,361450,341520,296211,255346,282103,362008,348824,295751,245200,186202,128741,126415,27913
39206,99,2007,1,18,4366616,199411,212046,211841,224244,260309,280417,336453,341572,299442,257118,262558,326436,333558,282941,221827,149874,79614,46716,40239
39206,99,2007,2,18,4643791,190402,201880,201773,215372,257730,290016,346570,349053,305490,263048,273327,343478,354929,305033,252447,194412,134990,133031,30810
42800,99,1988,1,18,1231800,105700,94200,88900,94800,95100,105300,97700,89600,74100,86100,78000,72700,53500,33400,23000,21200,12800,5800,0
42800,99,1988,2,18,1422000,101800,90600,85900,88600,90500,104600,99500,93900,80300,96000,92000,90800,92000,65400,48400,49500,31800,20200,0
42800,99,1989,1,18,1241300,105600,97400,88500,94900,95200,104200,100000,89800,77100,81800,81400,71000,57500,35100,21800,21000,12700,6200,0
42800,99,1989,2,18,1428700,101100,93900,85900,89600,89300,103300,101600,93700,83400,91300,95000,88500,92100,71200,46100,49600,32100,20900,0
42800,99,1990,1,18,1243100,103800,99900,88700,93100,95600,102200,101400,90200,80500,77000,83600,69300,60800,36400,21400,20000,12600,6500,0
42800,99,1990,2,18,1427600,99000,96300,86000,88700,89000,100100,102800,94200,86900,86200,97300,86800,90800,76400,44900,48400,32400,21400,0
42800,99,1991,1,18,1239800,100500,102100,89100,90300,96000,99100,102600,90800,83500,72400,84300,68400,63500,37600,22300,18300,12400,6600,0
42800,99,1991,2,18,1422600,95500,98400,86300,86300,90000,96100,103900,95100,89700,81200,98100,86200,89100,80700,46600,45300,32500,21700,0
42800,99,1992,1,18,1224200,94800,102700,89400,87400,94900,95100,101500,90700,84200,69200,82900,68300,64200,40000,23600,16600,12100,6700,0
42800,99,1992,2,18,1407400,89800,99100,86500,84100,89500,91500,103000,95100,90800,77800,96700,86400,87400,83000,50800,41300,32900,21700,0
42800,99,1993,1,18,1201000,87000,101400,90500,85400,92800,91300,98300,90700,82800,68600,78700,69300,62400,43300,24700,15200,11700,6900,0
42800,99,1993,2,18,1385000,82700,97800,87200,82900,87500,87200,100200,95000,89900,77300,92600,87600,85300,83200,55900,37800,32900,22100,0
42800,99,1994,1,18,1181400,79400,99600,92400,84200,90600,89800,95500,91200,81100,69600,73300,71100,59800,45800,25700,14000,11400,6800,0
42800,99,1994,2,18,1366300,75600,95700,89100,82200,86100,84600,97200,95500,88300,79100,87300,89900,82500,82600,60400,35600,32600,22100,0
42800,99,1995,1,18,1165300,72200,97500,94300,83800,88100,90200,93000,91900,80400,71400,68000,72000,57500,47700,26400,13700,10900,6500,0
42800,99,1995,2,18,1350400,68900,93100,91000,81700,84600,84400,93600,96000,87700,81400,81800,91400,80300,81400,64600,34800,31800,21800,0
42800,99,1996,1,18,1153300,65300,94400,96300,83900,85600,91200,90500,93000,80700,73400,63300,72000,56400,49500,27200,14200,10000,6500,0
42800,99,1996,2,18,1337400,62000,89900,92900,81600,82500,85600,89900,96800,88200,83500,76700,91800,79600,79800,68400,36000,29900,22200,0
42800,99,1997,1,18,1143300,58900,90100,97900,84900,83600,91500,88600,93600,81900,74700,60500,71000,56300,50000,29100,15200,9100,6600,0
42800,99,1997,2,18,1325800,55900,85500,94600,82400,81000,86100,86800,97100,88900,84800,73400,90800,79800,78600,70800,39400,27300,22800,0
42800,99,1998,1,18,1134300,54000,84400,98300,87300,82500,90600,87600,93000,84000,74800,60400,68100,57500,49000,31800,16200,8300,6600,0
42800,99,1998,2,18,1314700,50900,80200,94900,84400,80600,85400,84400,96200,90500,84900,73000,87500,81100,77200,71500,43700,25100,23100,0
42800,99,1999,1,18,1126400,50800,77900,97600,90300,82000,89000,87600,91800,86100,74600,62100,64200,59600,47400,33900,17100,7900,6600,0
42800,99,1999,2,18,1305400,47700,74400,93700,87200,80600,84700,82900,94500,92200,84400,75000,82900,83700,75100,71500,47700,23900,23300,0
42800,99,2000,1,18,1092400,48300,70100,94500,91700,81900,82700,79000,84500,84800,73200,64700,60300,61800,46500,36400,17600,7900,6500,0
42800,99,2000,2,18,1280600,45800,67300,90500,88000,79400,81300,80500,88400,91500,83000,77500,77400,86100,73600,70900,52200,23500,23700,0
42800,99,2001,1,18,1084484,48623,64080,91863,92961,82073,82230,79440,82128,85722,73711,66517,56764,62017,45877,37735,18245,8292,6206,0
42800,99,2001,2,18,1270527,46271,61231,88050,89385,79328,80350,80822,85412,91952,83476,79234,72900,86392,72951,70059,54915,24870,22929,0
42800,99,2002,1,18,1076587,48955,57866,88306,94586,83032,81341,80119,79734,86228,74815,67754,54327,61193,46026,38112,19585,8806,5802,0
42800,99,2002,2,18,1262037,46874,55046,84513,91208,80229,79440,81037,82775,92307,84318,80734,69656,85511,73401,69200,56676,27593,21519,0
42800,99,2003,1,18,1070697,50089,53068,83287,95236,85314,80739,80661,78163,85457,77051,67759,54206,58879,47167,37350,21499,9238,5534,0
42800,99,2003,2,18,1254645,47953,50270,79906,91699,82250,79006,80999,80852,91612,86030,80761,69126,82501,74838,68043,57482,30774,20543,0
42800,99,2004,1,18,1059768,51468,49298,73795,94359,89057,80340,81390,77119,83335,79846,67472,56730,54232,49735,35501,20784,9994,5313,0
42800,99,2004,2,18,1233135,49096,46498,71260,90157,86029,78447,80792,79065,88826,88447,79724,72379,76097,78546,65529,47262,34905,20076,0
42800,99,2005,1,18,1053969,52340,48590,67128,92715,91072,80666,81219,77685,80903,81172,68281,59004,50605,50373,34675,21789,10447,5305,0
42800,99,2005,2,18,1226820,49917,46163,64409,89104,87669,78376,80256,79714,85476,89612,80722,74884,71279,79749,64372,47205,37595,20318,0
42800,99,2006,1,18,1046706,53871,48307,60701,89560,93054,81249,80653,78209,78489,82404,68861,60865,47269,50759,34446,21703,10734,5572,0
42800,99,2006,2,18,1219904,51335,46354,57895,85929,89916,78763,78933,80097,82739,90571,81290,77227,66803,80218,64766,46573,39511,20984,0
42800,99,2007,1,18,1042642,56056,49011,54605,85463,94570,83050,79992,79312,76595,82023,70482,61380,46556,49357,35159,21392,12002,5637,0
42800,99,2007,2,18,1213325,53499,47211,51927,82051,91442,80147,78214,80100,80496,90251,82429,78067,65177,78320,65719,45903,40286,22086,0
44000,99,1978,1,18,1593664,131689,139284,138704,155199,134427,122359,105596,115754,110705,107906,84101,60847,41747,47089,49450,26623,13716,8468,0
44000,99,1978,2,18,1785753,128076,134874,134652,144496,129102,122193,110599,122956,124792,123769,116664,89856,65268,77992,66729,49272,26015,18448,0
44000,99,1979,1,18,1599244,130513,138175,138153,154891,138589,122601,106365,114105,111581,107206,87402,63598,40881,44191,51350,27057,13813,8773,0
44000,99,1979,2,18,1807844,127963,134959,135422,145230,133697,123679,112989,123137,126303,123774,119382,94843,64253,77903,68284,49912,27393,18721,0
44000,99,1980,1,18,1606260,132187,137947,137712,148766,142873,123687,111848,108874,111234,105553,94474,67907,41555,42421,47678,28689,13757,9098,0
44000,99,1980,2,18,1806938,127822,133859,133849,140450,139893,123458,116891,116959,124222,121719,119722,102997,63950,74002,68281,50938,28952,18974,0
44000,99,1981,1,18,1615349,133787,136594,139032,147251,146824,124593,114676,105106,110933,105519,98561,69849,44365,40314,44759,29750,14301,9135,0
44000,99,1981,2,18,1817606,128296,132882,135250,137501,145226,125514,119314,114201,122711,122132,119950,107408,68112,69647,68159,51333,30355,19615,0
44000,99,1982,1,18,1626839,134384,134240,142269,144185,151795,126931,117623,101487,110958,105673,100484,73121,48516,37660,41376,32038,14943,9156,0
44000,99,1982,2,18,1830350,128539,130336,136380,136204,150667,128635,122326,110223,122112,122471,120287,110458,75097,64301,68117,52033,32058,20106,0
44000,99,1983,1,18,1640238,136546,133266,142998,141939,152980,132500,119595,100748,110252,105352,100520,77818,53710,35175,37447,34439,15639,9314,0
44000,99,1983,2,18,1844951,130664,129494,136171,134800,151699,134211,123855,108888,121100,121908,120583,112795,83984,59599,67955,52990,33491,20764,0
44000,99,1984,1,18,1654623,139483,133212,141744,142305,150473,139275,120797,104287,107508,105801,99503,82626,57954,34056,34991,34899,16460,9249,0
44000,99,1984,2,18,1859577,133306,129232,135407,134763,148745,140536,124101,112406,117931,122026,119784,115020,91757,57466,67287,54046,34315,21449,0
44000,99,1985,1,18,1670024,142298,133845,139379,142741,148188,145125,122413,108997,105156,106279,98863,87040,60810,35150,33879,33511,17119,9231,0
44000,99,1985,2,18,1874524,136077,129512,134465,133850,145625,145959,125111,116668,115761,121781,119032,116536,98042,58823,65316,54840,34933,22193,0
44000,99,1986,1,18,1687508,145516,134632,136783,143935,145729,150983,124516,112887,103157,106407,99564,90800,63114,37956,32244,31876,17929,9480,0
44000,99,1986,2,18,1891400,139705,129904,132698,134067,141742,151264,127184,119899,113886,120967,119586,117434,103418,63270,62062,55348,35717,23249,0
44000,99,1987,1,18,1707440,149183,135502,134640,145026,143986,155503,128021,117027,100353,107433,100088,92896,66588,41765,30277,30007,19315,9830,0
44000,99,1987,2,18,1908934,142979,130663,130981,134674,138394,154970,130371,123746,110394,121079,119836,118272,107736,70075,57901,55854,36582,24427,0
44000,99,1988,1,18,1728219,150799,137771,133388,145335,143847,157345,134101,119862,99844,107830,100190,93234,71097,46501,28392,28118,20287,10278,0
44000,99,1988,2,18,1926455,144409,132812,130106,135292,136504,155475,135884,125844,109072,120745,119529,118747,110741,78631,53856,56055,37308,25445,0
44000,99,1989,1,18,1747155,151232,140263,135472,145149,144432,157886,138203,120489,101197,107481,101319,93793,74294,49649,27727,25133,22839,10597,0
44000,99,1989,2,18,1942595,145216,134994,132032,135702,136578,154978,139778,125953,110049,120180,120325,118652,113189,83424,52244,55829,37650,25822,0
44000,99,1990,1,18,1755693,149828,142738,133992,141464,142764,158459,144705,122124,106952,103921,101877,92083,77291,52027,27500,26234,20687,11047,0
44000,99,1990,2,18,1952558,143765,137362,130573,134864,134129,153082,145761,126118,116218,115872,120357,117402,113696,90312,51399,56203,38734,26711,0
44000,99,1991,1,18,1771984,148401,146809,135459,140771,146378,156795,147977,122912,107942,103714,102125,93116,79879,53441,28799,25349,20777,11340,0
44000,99,1991,2,18,1969767,139682,141550,130937,135069,138487,151236,150703,127344,117513,116069,120339,117798,114053,93948,53199,55169,39131,27540,0
44000,99,1992,1,18,1771413,143818,149059,134923,139198,147276,152487,152208,123575,108532,103504,101427,93053,82034,54256,29698,24065,20808,11492,0
44000,99,1992,2,18,1970258,137406,143206,130515,135274,139276,145952,153407,127768,118590,116266,119297,117060,113946,95584,54999,53815,39528,28369,0
44000,99,1993,1,18,1768535,142885,149061,134923,134954,147370,150090,154355,123815,112068,98766,101267,93241,83053,55660,32194,22993,19370,12470,0
44000,99,1993,2,18,1967955,136551,143206,130515,131468,139511,143270,155046,128208,121221,111671,118905,117193,113779,99672,58992,50103,39258,29386,0
44000,99,1994,1,18,1756628,128894,148639,138395,131499,145662,144343,153929,132943,114449,94884,99668,91133,81876,61680,38673,19684,15312,14965,0
44000,99,1994,2,18,1961106,122425,143168,133162,128908,138006,137738,153629,137494,123510,107659,117267,115629,112849,104210,73068,42620,39192,30572,0
44000,99,1995,1,18,1752585,120960,147579,141010,131990,141976,143121,152960,137926,114569,99291,95481,91379,80546,63829,40693,19184,15250,14841,0
44000,99,1995,2,18,1959270,115084,141549,135742,128717,137055,136019,150844,142773,122865,113088,113037,115797,111417,104640,78988,41371,39219,31065,0
44000,99,1996,1,18,1749041,112493,145787,143781,132971,136891,144447,149714,143203,115551,101146,94469,90307,80186,66422,41891,20668,14610,14504,0
44000,99,1996,2,18,1958172,107058,139336,138685,128924,134210,137456,146077,148170,123616,114673,112623,114668,110468,105110,83642,44247,37137,32072,0
44000,99,1997,1,18,1747054,104944,141606,147578,133422,133159,145211,146201,148824,117553,104510,90532,90518,80897,68559,42712,22307,14303,14218,0
44000,99,1997,2,18,1956907,99708,135426,141935,129368,130980,138661,141802,152813,125601,118098,108389,114362,111208,105299,87819,47462,35594,32382,0
44000,99,1998,1,18,1664608,101762,133822,142586,128786,121901,132670,132634,140463,116654,101966,83742,87568,77810,67141,46098,25555,11676,11781,0
44000,99,1998,2,18,1884724,96609,127836,137600,124445,120478,129551,132171,145897,125264,114906,100155,111137,107901,103343,90271,56710,29924,30531,0
44000,99,1999,1,18,1650931,98025,128741,141370,131431,119963,128343,128901,138587,120835,101965,85377,84868,77791,66329,48240,27470,11363,11340,0
44000,99,1999,2,18,1873307,92775,122812,136418,126525,118181,126757,129830,143251,130081,114055,102016,107831,107744,101862,91602,62151,28935,30487,0
44000,99,2000,1,18,1637616,95064,122180,140202,134067,119479,122526,126807,135387,124542,102173,87826,82686,77247,65766,50273,28642,11865,10889,0
44000,99,2000,2,18,1861921,89631,116500,134713,129257,116701,122953,128373,139502,134342,113748,104567,105141,106875,100913,91919,66696,29961,30133,0
44000,99,2001,1,18,1627704,91621,114736,138470,137425,120159,118405,125716,131498,128754,103061,89965,80185,76730,65777,52149,29640,12924,10494,0
44000,99,2001,2,18,1853588,86172,109411,132698,132716,116579,119068,127938,135228,138677,114639,106526,102340,105992,100937,92076,70388,32758,29449,0
44000,99,2002,1,18,1620891,87942,107047,136193,140686,121864,116209,124929,128491,131903,105276,92622,76702,77035,65601,53028,31055,14261,10047,0
44000,99,2002,2,18,1848179,82669,102013,130433,135733,118034,116227,127259,131845,141821,116826,109576,97816,106230,100847,92475,72953,36840,28582,0
44000,99,2003,1,18,1612996,84468,100870,133112,141389,124841,114649,124028,125521,132515,109308,94035,75393,76416,65100,52893,33042,15849,9567,0
44000,99,2003,2,18,1841209,79472,95821,127128,136600,120594,114110,125506,129436,141961,121124,110905,95621,105587,100381,92262,75177,41671,27853,0
44000,99,2004,1,18,1603421,81183,96934,128086,140302,127662,113937,121916,123574,132120,114284,94596,76908,74504,65092,52466,34436,16631,8790,0
44000,99,2004,2,18,1832170,76607,91855,122286,135213,122916,112660,123344,127998,140634,127029,110820,97772,102982,100764,91625,76332,45086,26247,0
44000,99,2005,1,18,1592402,78571,93701,121430,139080,130233,113898,118658,122660,130812,118387,95480,78988,72710,64870,52044,35702,16898,8280,0
44000,99,2005,2,18,1821902,74517,88516,116024,133373,125498,111635,120545,127206,138180,132088,111332,100690,100669,100692,91495,76595,47668,25179,0
44000,99,2006,1,18,1581807,77556,90119,113914,136998,133973,114921,115356,121992,127707,122108,96408,81111,70354,64237,51849,37185,17475,8544,0
44000,99,2006,2,18,1812275,73854,84934,108881,131400,129291,111210,116782,126679,134094,136235,112458,103170,98036,99946,91634,77120,50293,26258,0
44000,99,2007,1,18,1571979,78012,86417,106035,134401,137683,116592,112497,121482,124128,125204,97963,83635,67188,64004,51658,37794,18378,8908,0
44000,99,2007,2,18,1803639,74472,81348,101277,129194,132678,111873,113354,125708,130362,139294,114415,106232,93961,99856,91662,77756,52299,27898,0
47000,99,1993,1,18,180326,13735,13878,14580,14430,12869,12611,14605,14593,14424,14114,8187,8392,7017,6363,4999,2703,1852,974,0
47000,99,1993,2,18,184369,13147,13067,13969,13409,12092,12028,14028,14129,14217,14525,8942,9541,8756,7725,6317,3769,2878,1830,0
47000,99,1994,1,18,182056,13495,13837,14488,14689,13185,12368,14500,14799,14239,14731,8793,8622,7177,6273,5228,2731,1869,1032,0
47000,99,1994,2,18,185926,12810,13093,13935,13599,12463,11793,13721,14369,14018,15092,9417,9652,8972,7682,6676,3809,2924,1901,0
47000,99,1995,1,18,183586,13133,13864,14343,14744,13589,12284,14242,14840,14177,14908,9942,8698,7363,6211,5313,3000,1827,1108,0
47000,99,1995,2,18,187237,12410,13133,13806,13768,12825,11638,13323,14506,13932,15136,10429,9669,9106,7724,6836,4098,2887,2011,0
47000,99,1996,1,18,184825,12910,14056,14480,14767,13906,12062,13368,14738,14216,14960,11256,8438,7668,6257,5326,3426,1816,1175,0
47000,99,1996,2,18,188254,12144,13367,13716,13840,13087,11359,12646,14447,13878,14977,11709,9366,9225,7910,6884,4567,2893,2239,0
47000,99,1997,1,18,186011,12769,14212,14570,14847,14225,12005,12451,14534,14405,14738,12812,8006,7933,6342,5405,3728,1829,1200,0
47000,99,1997,2,18,189262,11884,13610,13526,13997,13290,11285,11969,14263,13942,14615,13261,8878,9286,8125,6974,4998,2931,2428,0
47000,99,1998,1,18,187194,12483,14112,14386,14895,14628,12351,12012,14304,14606,14418,14168,7945,8097,6468,5417,3867,1814,1223,0
47000,99,1998,2,18,190359,11576,13467,13371,14132,13537,11638,11579,13982,14140,14216,14577,8723,9330,8357,7048,5272,2916,2498,0
47000,99,1999,1,18,188477,12311,14028,14289,14847,14939,12781,11733,14014,14710,14161,14712,8610,8273,6609,5371,3979,1883,1227,0
47000,99,1999,2,18,191564,11444,13346,13389,14101,13807,12050,11260,13575,14322,13948,15038,9309,9409,8554,7033,5521,2932,2526,0
47000,99,2000,1,18,189177,11854,13451,14273,14755,15083,13331,11646,13609,14754,14032,14862,9727,8338,6772,5316,4046,2083,1245,0
47000,99,2000,2,18,192226,11182,12666,13457,14004,14038,12522,11070,13094,14479,13819,15028,10349,9421,8646,7079,5696,3115,2561,0
47000,99,2001,1,18,194550,11520,13334,14528,14993,15325,14248,12201,13451,15039,14491,15182,11310,8328,7221,5473,4184,2411,1311,0
47000,99,2001,2,18,198523,10982,12471,13805,14069,14471,13595,11739,13158,14959,14245,15288,11926,9420,8969,7419,5870,3501,2636,0
47000,99,2002,1,18,196123,11007,13071,14534,14921,15347,14766,12618,12971,14972,14811,14987,12946,8008,7493,5554,4226,2545,1346,0
47000,99,2002,2,18,199893,10508,12158,13896,13853,14567,14013,12061,12733,14877,14428,15060,13550,8998,9122,7611,5993,3810,2655,0
47000,99,2003,1,18,197494,10612,12773,14453,14765,15445,15216,13042,12594,14814,15014,14755,14317,8041,7693,5712,4267,2584,1397,0
47000,99,2003,2,18,201137,10192,11855,13752,13734,14693,14258,12469,12387,14672,14665,14712,14928,8913,9229,7862,6100,4023,2693,0
47000,99,2004,1,18,198862,10375,12443,14175,14683,15451,15585,13549,12384,14576,15147,14568,14898,8752,7967,5886,4269,2648,1506,0
47000,99,2004,2,18,202449,9975,11619,13390,13774,14684,14543,12957,12117,14347,14922,14508,15445,9583,9379,8091,6104,4200,2811,0
47000,99,2005,1,18,200104,10204,12104,13778,14676,15372,15812,14180,12355,14224,15242,14437,15074,9853,8088,6067,4273,2708,1657,0
47000,99,2005,2,18,203405,9707,11444,12937,13849,14589,14775,13453,11968,13892,15121,14389,15468,10641,9436,8212,6184,4326,3014,0
47000,99,2006,1,18,201747,10138,11591,13654,14698,15097,15500,14491,12665,13888,15264,14546,15330,11204,8224,6529,4435,2890,1603,0
47000,99,2006,2,18,204706,9683,11050,12874,13995,14296,14426,13734,12161,13345,15172,14448,15484,11871,9401,8558,6577,4528,3103,0
47000,99,2007,1,18,203381,10143,11098,13317,14627,15198,15738,15072,12995,13403,15222,14815,15141,12659,7938,6820,4555,2922,1718,0
47000,99,2007,2,18,205711,9647,10704,12461,14062,14125,14666,14128,12345,12841,15053,14577,15185,13351,9053,8712,6803,4681,3317,0
52800,99,1989,1,18,7337536,469686,452824,463824,579842,644496,656563,612193,585734,595578,453948,391305,359471,317546,280669,198390,143876,81746,49845,0
52800,99,1989,2,18,7511372,450275,433474,442146,556382,618806,628151,589560,560431,564732,429742,381028,367888,351966,340056,271057,234234,166114,125330,0
52800,99,1990,1,18,7388992,478500,453337,461864,549839,645702,664630,622837,586933,612256,466128,400085,360356,321381,283634,202532,145954,82768,50256,0
52800,99,1990,2,18,7562516,458758,433969,440173,527744,619567,633930,598722,563755,582140,441451,388591,366722,352506,343292,275469,236270,169430,130027,0
52800,99,1991,1,18,7449958,488014,455428,463104,521814,645520,670300,635032,592596,611496,494062,408614,361710,326182,283094,210942,147625,83671,50754,0
52800,99,1991,2,18,7619835,466713,436348,442016,500764,619476,636824,608937,570608,583070,468598,395683,365731,354486,340785,285442,238012,171682,134660,0
52800,99,1992,1,18,7507844,494604,461978,463333,498415,639589,671638,646544,599326,595723,537301,417344,363998,330806,283358,218510,148718,85331,51328,0
52800,99,1992,2,18,7676322,472458,442553,443061,477952,615427,636553,619610,577926,569592,510932,402553,365620,356720,338621,294062,239002,174300,139380,0
52800,99,1993,1,18,7560575,499608,470938,462425,482928,624654,670193,657691,606322,586970,568894,429128,368584,334405,283594,226865,148024,87450,51902,0
52800,99,1993,2,18,7729789,477344,450778,442304,462487,603366,635644,629582,585594,563169,542544,412455,368136,357463,336613,303818,237502,177356,143634,0
52800,99,1994,1,18,7606684,504020,479107,461972,474596,597896,667826,667750,615414,583790,588892,443661,376273,336588,284890,234757,147255,89488,52509,0
52800,99,1994,2,18,7776156,481242,458890,441818,454010,579316,634985,638078,595026,562310,562626,425376,373975,356616,335085,313565,235208,180300,147730,0
52800,99,1995,1,18,7644885,503848,487639,461906,472086,564167,665222,674565,625046,584550,605298,455617,385170,337976,288722,237614,151096,91048,53315,0
52800,99,1995,2,18,7814121,480960,466898,441842,450703,548408,634570,643468,604152,565222,579540,436352,381226,355352,335499,316554,239123,182306,151946,0
52800,99,1996,1,18,7679547,499953,496255,463542,473173,533635,660399,676469,634186,588509,603534,482605,393402,339382,293154,237582,157932,91993,53842,0
52800,99,1996,2,18,7850953,476882,474249,443706,451727,519998,633016,644660,613254,571186,579841,462537,387820,354222,337012,314204,248025,183616,154998,0
52800,99,1997,1,18,7718438,497067,502082,469848,473488,509354,652002,674998,643332,593798,587201,524468,401749,341662,297485,238170,164148,92821,54765,0
52800,99,1997,2,18,7892210,473998,479584,449562,452638,497066,628335,643068,622755,577790,565928,503864,394276,353957,339012,311958,255700,184439,158280,0
52800,99,1998,1,18,7766669,497770,506412,478544,473060,494032,636360,672514,653750,600286,578368,555364,413359,346455,301022,239057,171296,92838,56182,0
52800,99,1998,2,18,7940537,475001,483920,457774,452025,482458,616498,641490,632032,585051,559144,534878,403921,356415,339840,310092,264346,183486,162166,0
52800,99,1999,1,18,7819793,501574,510484,486694,473698,486326,610442,671252,664520,609400,575408,575077,427740,354214,303569,241029,177956,92824,57586,0
52800,99,1999,2,18,7992295,478260,487626,466090,452000,475341,594804,641852,641036,594638,558234,554802,416626,362261,339245,308644,273000,182088,165748,0
52800,99,2000,1,18,7878084,507980,510860,495822,475748,484992,579538,671596,673426,620084,576830,591663,439734,363375,305766,245271,180692,95972,58735,0
52800,99,2000,2,18,8047426,484308,487889,474681,453242,474297,568008,644396,648052,604750,561718,571871,427554,369626,338391,309182,275680,185493,168288,0
52800,99,2001,1,18,7940914,515614,507870,505017,479804,488447,552294,669944,677888,631236,581832,590978,466669,372218,308200,250090,181692,101509,59612,0
52800,99,2001,2,18,8105269,492240,484663,482490,456648,478076,543163,645668,650935,615026,568375,572614,453466,376400,337638,311034,273831,192936,170066,0
52800,99,2002,1,18,7993722,521068,505036,510844,487392,490986,529608,662282,677188,641304,587696,575581,507721,380973,311208,254656,183200,106479,60500,0
52800,99,2002,2,18,8155211,497550,481942,487729,463258,480606,522029,642151,650099,625133,575308,559050,494040,382772,337645,313129,271960,199356,171454,0
52800,99,2003,1,18,8030692,523046,504140,514239,494740,490708,513107,644532,672951,650614,593449,566674,537442,392272,316462,258602,184886,111784,61044,0
52800,99,2003,2,18,8194612,498868,481464,491139,470642,480138,507083,629960,647890,633960,582344,552048,524124,391924,340074,314147,270500,206355,171952,0
52800,99,2004,1,18,8055949,519816,505206,516176,498999,489828,502644,615729,668779,659038,601227,562984,556240,405894,324596,261806,187948,116918,62121,0
52800,99,2004,2,18,8225833,496106,481997,492839,476619,479280,498420,606852,646642,641579,591275,550578,543176,403946,345761,314011,269855,213467,173430,0
52800,99,2005,1,18,8071692,511203,508315,513548,503326,488758,497623,581014,664894,664498,609868,563290,571700,417040,333753,264966,192786,119710,65400,0
52800,99,2005,2,18,8248176,488186,484932,490396,481886,478290,494778,577159,646296,646732,600050,553223,559145,414154,352973,313662,271130,216286,178898,0
52800,99,2006,1,18,8082957,500242,512488,507507,508402,487923,496195,548658,658144,664952,618292,566982,570276,442485,342348,268535,198096,121682,69750,0
52800,99,2006,2,18,8263139,477274,489800,484289,486362,477466,494481,547888,643732,647308,608670,558895,559050,438932,359370,313580,273546,216102,186394,0
52800,99,2007,1,18,8100293,489268,515629,502764,511960,491492,495434,523246,647535,661930,626722,571864,555132,481808,350964,272674,203552,124380,73939,0
52800,99,2007,2,18,8281402,467036,492942,479531,489648,480404,494158,523318,637512,644434,617668,565176,545394,478101,365512,314326,276396,216178,193668,0
52802,99,1973,1,18,440219,40935,45610,45504,41442,39384,37566,32050,29296,26957,23308,19475,16444,14004,11649,7799,4748,2603,1445,0
52802,99,1973,2,18,424971,39169,43610,43385,38364,36048,33802,28430,27002,25771,23152,19552,17113,15641,13269,9521,6192,3229,1721,0
52802,99,1974,1,18,446130,39226,45327,46066,42313,39381,39128,32998,29941,27794,23590,20705,16390,14262,11843,8209,4881,2609,1467,0
52802,99,1974,2,18,431593,37437,43423,44176,39411,36099,35247,29263,27501,26280,23489,20685,17074,15972,13735,10078,6500,3390,1833,0
52802,99,1975,1,18,452520,37536,45070,46649,43211,39402,40720,33969,30618,28656,23896,21966,16363,14542,12065,8651,5042,2643,1521,0
